Gene	Gene_hs	gene_length_hs	exon_length_gencode_v25_hs	Gene_sum_all	Gene_mean_all	Gene_sum0_all	Gene_mean0_all	Gene_var_all	Gene_cv_all
Aqp1	AQP1	13662	3274	81	0.008124373119358074	9915	0.9944834503510531	0.016084053142474873	15.610179216457373
Abcc2	ABCC2	69461	6232	NA	NA	NA	NA	NA	NA
Ctsk	CTSK	12116	1887	2493	0.25005015045135404	8409	0.8434302908726179	0.5091408340781196	2.853591775670142
Cybb	CYBB	33451	4423	329	0.03299899699097292	9862	0.9891675025075226	0.20906242652121276	13.85598019018223
Mat1a	MAT1A	17865	3690	NA	NA	NA	NA	NA	NA
Pon1	PON1	27032	2832	21	0.0021063189568706116	9960	0.9989969909729187	0.010126970338239113	47.776643168114234
Amh	AMH	2765	2587	11	0.0011033099297893681	9960	0.9989969909729187	0.0013028251169397449	32.714895281448854
Cyp1a1	CYP1A1	6069	3435	NA	NA	NA	NA	NA	NA
Cyp21a1	CYP21A2	3406	2909	NA	NA	NA	NA	NA	NA
Rho	RHO	6530	2592	20	0.0020060180541624875	9950	0.9979939819458375	0.0020021947676714565	22.30582669852396
Ryr1	RYR1	153866	15965	1423	0.14272818455366099	9204	0.9231695085255768	0.4154777603952393	4.516106231381361
Serpine1	SERPINE1	12178	3190	369	0.037011033099297895	9810	0.9839518555667001	0.17949071409232215	11.446949973799653
Htr2a	HTR2A	65527	5624	230	0.023069207622868605	9773	0.9802407221664995	0.029962291327790172	7.503343582415494
Cxcr1	CXCR1	4151	2488	NA	NA	NA	NA	NA	NA
Adh5	ADH5	17824	4866	14119	1.416148445336008	3755	0.376629889669007	2.82198817336753	1.1862297583357413
Adra1a	ADRA1A	119124	5848	397	0.03981945837512538	9672	0.9701103309929789	0.08056893118919403	7.128340766824839
Aldh1a3	ALDH1A3	38913	5772	76	0.007622868605817452	9919	0.9948846539618856	0.016192262211451286	16.693036002444885
Atp4a	ATP4A	13616	3889	124	0.012437311935807422	9859	0.9888665997993982	0.015293186209244648	9.943114977167589
Cyp1a2	CYP1A2	7359	2728	NA	NA	NA	NA	NA	NA
Cyp2e1	CYP2E1	40815	9621	NA	NA	NA	NA	NA	NA
Cyp2j6	CYP2J2	33483	2990	5126	0.5141424272818456	7570	0.7592778335005015	1.6351194621078604	2.4870888491779026
Cyp24a1	CYP24A1	20525	3972	22	0.0022066198595787363	9951	0.9980942828485456	0.002803837332038245	23.996554257558547
Hpgd	HPGD	32978	5529	539	0.05406218655967904	9697	0.9726178535606821	0.16810718040368472	7.584020968958493
Impdh1	IMPDH1	17976	3662	2063	0.20692076228686057	8838	0.8864593781344032	0.6341781991576091	3.8485894459007555
Klkb1	KLKB1	49493	2953	108	0.010832497492477432	9887	0.9916750250752256	0.01653426524935424	11.870358982720226
Ppp3r1	PPP3R1	77381	3363	36415	3.652457372116349	4185	0.4197592778335005	56.27091632003041	2.0537937961985087
Rarb	RARB	423601	3697	980	0.09829488465396188	9589	0.9617853560682046	0.4493601176686846	6.8197168734821885
Rpl23	RPL23	5979	5979	48957	4.910431293881645	1640	0.16449348044132397	32.09880781878186	1.15378479790644
Rpl18a	RPL18A	4278	3527	90725	9.099799398194584	589	0.059077231695085254	79.33671377257461	0.9788255231548565
Rpl19	RPL19	4445	2368	32726	3.282447342026078	1827	0.18324974924774323	11.667231245346029	1.040605543444252
Rpl37	RPL37	10074	8153	20642	2.0704112337011034	3389	0.3399197592778335	7.9188054282216696	1.359168249179695
Slc35d2	SLC35D2	63005	2203	NA	NA	NA	NA	NA	NA
Hexdc	HEXDC	24328	4153	1480	0.14844533600802406	8754	0.8780341023069208	0.18941728385074977	2.9318601143401155
Zscan22	ZSCAN22	15314	4629	614	0.061584754262788366	9428	0.9456369107321966	0.07545259914561621	4.460298142623617
Ap3b1	AP3B1	294231	7310	3528	0.35386158475426277	7455	0.7477432296890673	0.5157564779804353	2.029499401567704
Tlr9	TLR9	5084	3870	14	0.0014042126379137413	9957	0.9986960882647944	0.0016030034128868703	28.512437488772434
Cpb1	CPB1	69086	5703	9	9.027081243731193e-4	9962	0.999197592778335	0.001102605640172599	36.7843218377694
Kcnc1	KCNC1	48244	9842	9102	0.912938816449348	7200	0.7221664994984955	7.748262703649115	3.0490215621641092
Duox1	DUOX1	35644	8784	16	0.0016048144433299899	9955	0.9984954864593781	0.0018030216640492246	26.45913536459857
Lipf	LIPF	14374	2348	NA	NA	NA	NA	NA	NA
Rab5a	RAB5A	38097	3785	12814	1.2852557673019058	4236	0.42487462387161484	2.79834813901027	1.3015513603816768
Ran	RAN	5800	4825	39608	3.97271815446339	1973	0.19789368104312938	22.416348614506372	1.1917761253152435
Ugt2b1	UGT2B17	31344	2077	NA	NA	NA	NA	NA	NA
Rps24	RPS24	23053	4880	50195	5.034603811434303	1460	0.1464393179538616	33.168729229115776	1.1439291217408125
Rps28	RPS28	2183	2119	91720	9.199598796389168	706	0.0708124373119358	88.30382168674747	1.0214588184452231
Ryr3	RYR3	555177	20370	6079	0.609729187562688	7969	0.7992978936810431	3.0354555390517017	2.8574257424385867
Trf	TF	33051	8565	439181	44.05025075225677	4823	0.48375125376128386	5837.596331063609	1.7344773991531333
Tkt	TKT	31346	9507	10775	1.0807422266800402	4760	0.477432296890672	2.4265224704105295	1.441351943942997
Aoc1	AOC1	36878	3824	11	0.0011033099297893681	9961	0.9990972918756269	0.0015034470449164727	35.143623778568546
Anpep	ANPEP	30514	4871	65	0.006519558676028084	9934	0.9963891675025075	0.023329945700276675	23.428186127418787
Anxa4	ANXA4	182676	11048	539	0.05406218655967904	9631	0.9659979939819459	0.11353801599401475	6.232711770858589
Aox1	AOX1	91197	5556	75	0.007522567703109328	9907	0.9936810431293882	0.011278544229337627	14.117585233150992
Aqp8	AQP8	13210	1421	NA	NA	NA	NA	NA	NA
Nkx3-2	NKX3-2	4221	2801	7	7.021063189568707e-4	9964	0.9993981945837512	9.023056731635371e-4	42.783268708442606
Entpd6	ENTPD6	31037	5327	2962	0.2970912738214644	8049	0.8073219658976931	0.5761877467088796	2.555007111464262
Entpd3	ENTPD3	41464	3365	450	0.04513540621865597	9600	0.9628886659979939	0.06657529011953102	5.716618078032358
Cdc6	CDC6	17025	5120	113	0.011334002006018053	9870	0.9899699097291875	0.014015373434980435	10.445255117687664
Cds1	CDS1	68360	4461	4623	0.46369107321965897	7980	0.8004012036108324	1.7122435719235147	2.821980686288982
Chd1	CHD1	74973	10437	3395	0.34052156469408223	7454	0.7476429287863591	0.4709528827227997	2.0153204391673056
Chd4	CHD4	37394	7474	13086	1.3125376128385156	4139	0.4151454363089268	2.990684401484119	1.3175695066860729
Decr1	DECR1	50688	3507	2051	0.2057171514543631	8753	0.8779338014042126	0.4793935321864883	3.3657013980187265
Dnase2a	DNASE2	6258	2389	312	0.0312938816449348	9687	0.9716148445336008	0.03733938297991577	6.174817592844446
Faah	FAAH	19584	2776	6395	0.6414242728184554	7327	0.7349047141424273	2.2472757323027364	2.3371295712564764
Hdac2	HDAC2	78281	15461	6173	0.6191574724172517	6556	0.6575727181544634	1.2916983571841012	1.835605857846984
Hspb2	HSPB2	1852	1335	277	0.02778335005015045	9827	0.9856569709127382	0.09542622249334018	11.118578212628943
Mpped2	MPPED2	202380	8197	3925	0.3936810431293882	7851	0.7874623871614844	1.0682918954476026	2.6254301243329103
Arf3	ARF3	21829	5002	31755	3.1850551654964896	4627	0.4640922768304915	34.95331259099799	1.8562104431275321
Rhog	RHOG	14006	1782	10518	1.0549648946840522	6406	0.6425275827482447	4.098693874783142	1.9190431198320037
Atp12a	ATP12A	32083	4442	30	0.003009027081243731	9947	0.9976930792377131	0.00560835883113278	24.88810325654378
Atp6v1b1	ATP6V1B1	29525	2653	NA	NA	NA	NA	NA	NA
Atp6v0c	ATP6V0C	6349	1498	61311	6.149548645937814	7294	0.7315947843530591	205.22961410060253	2.329575407277382
Car5a	CA5A	54984	7981	NA	NA	NA	NA	NA	NA
Cdk1	CDK1	16522	3931	1803	0.18084252758274824	9663	0.9692076228686058	2.051052354576017	7.919318406341686
Ckmt2	CKMT2	33113	2736	36	0.0036108324974924774	9943	0.9972918756268806	0.0066074842040415565	22.51182605220803
Clcn4	CLCN4	80716	6789	33614	3.3715145436308926	2e3	0.20060180541624875	11.411366248409186	1.0019447747560628
Cps1	CPS1	201426	10444	43	0.004312938816449348	9929	0.9958876629889669	0.004696012000290167	15.888807439838647
Cryab	CRYAB	15158	3034	94259	9.454262788365096	4547	0.4560682046138415	207.16858700285832	1.5224193047176278
Ddr1	DDR1	23736	9122	32208	3.23049147442327	4489	0.4502507522567703	33.07978037835042	1.7803800105468126
Eno3	ENO3	9040	4292	659	0.06609829488465396	9433	0.9461384152457372	0.09664371789256827	4.703233690858334
Enpep	ENPEP	199553	7802	124	0.012437311935807422	9898	0.992778335005015	0.029938586951545783	13.911985694897044
Fmo4	FMO4	27877	2517	5	5.015045135406219e-4	9965	0.9994984954864594	5.013032879358309e-4	44.64526760756653
Gfpt1	GFPT1	67486	8866	6116	0.6134403209628887	6362	0.6381143430290873	1.1503860965985528	1.7484350085644331
Gnal	GNAL	196730	8445	6094	0.6112337011033099	7589	0.7611835506519559	3.308370129950489	2.9757726915717524
Golga1	GOLGA1	70136	6019	3500	0.3510531594784353	7798	0.7821464393179539	0.6838513333158267	2.3556348075961657
Golga4	GOLGA4	123575	10737	8051	0.8075225677031094	5551	0.5567703109327984	1.471525309200749	1.5022049879946544
Gspt1	GSPT1	47955	8018	10737	1.0769307923771314	5191	0.5206619859578736	2.6407858443421346	1.508963715510625
Hal	HAL	23704	5146	61	0.006118355065195587	9911	0.9940822467402206	0.006482774635472271	13.159693836125234
Kcnh1	KCNH1	455801	8106	2201	0.22076228686058175	8704	0.8730190571715145	0.5995688842030151	3.5074756028124643
Krt32	KRT32	7619	1750	NA	NA	NA	NA	NA	NA
Krt83	KRT83	7098	1875	NA	NA	NA	NA	NA	NA
Rpsa	RPSA	5854	3936	48966	4.911334002006018	1096	0.10992978936810431	25.956025605153307	1.037336422756514
Myh8	MYH8	31629	6041	98	0.00982948846539619	9925	0.9954864593781344	0.038422781636111056	19.941759941907993
Nrd1	NRDC	89747	6798	9977	1.000702106318957	4901	0.4915747241725176	1.9060081337401713	1.379613898564849
Ntsr1	NTSR1	53935	4237	956	0.0958876629889669	9548	0.9576730190571715	0.33848243496665137	6.06743781998032
Olfr410	OR3A2	1076	1076	NA	NA	NA	NA	NA	NA
Pdk2	PDK2	17416	5481	2694	0.27021063189568706	8334	0.8359077231695086	0.5904356061463556	2.8437003848668496
Pgd	PGD	21553	2966	3799	0.3810431293881645	7685	0.7708124373119358	0.7980155633919513	2.344399096903495
Pik3cg	PIK3CG	41868	5930	218	0.021865596790371113	9865	0.9894684052156469	0.0873942521717022	13.520106105341787
Pls1	PLS1	117278	5294	4219	0.4231695085255767	8130	0.8154463390170511	1.6043382328749716	2.993185271704678
Ppat	PPAT	42254	5439	2063	0.20692076228686057	8564	0.8589769307923771	0.3757771559235838	2.962518819548382
Ppp6c	PPP6C	43367	4443	3924	0.39358074222668005	7547	0.7569709127382146	0.7430624102219388	2.1901749405727085
Prps1	PRPS1	22603	2280	7876	0.7899699097291876	6414	0.6433299899699098	2.033724244254481	1.8052422275140951
Klk6	KLK6	11043	1976	14289	1.4331995987963893	8550	0.8575727181544633	37.663959367318526	4.282095101912407
Rars	RARS	32855	3421	5727	0.5744232698094283	7044	0.7065195586760281	1.355329314254329	2.026704309975648
Reg1	REG1A	3058	1725	NA	NA	NA	NA	NA	NA
Ring1	RING1	4228	1818	1168	0.11715145436308927	9112	0.9139418254764293	0.20013713524966514	3.8187053974620224
Rpa3	RPA3	82090	3232	7046	0.7067201604814444	6515	0.6534603811434303	1.708942697286362	1.8497637733514183
Sctr	SCTR	85459	3426	62	0.006218655967903711	9914	0.994383149448345	0.007384335773898082	13.818445403078941
Slc22a2	SLC22A2	106578	6171	326	0.03269809428284855	9786	0.9815446339017051	0.0805838520677893	8.681635942411974
Slc22a5	SLC22A5	25863	12788	2292	0.22988966900702107	8619	0.864493480441324	0.5564342339889565	3.244796507178529
Smarcc1	SMARCC1	196835	7645	5939	0.5956870611835506	6380	0.6399197592778335	1.0557944170559628	1.7249301513570352
Snrpn	SNRPN	155087	2929	1081	0.10842527582748245	9179	0.9206619859578736	0.1795357886277953	3.9079138508228612
Sox2	SOX2	2513	2513	5441	0.5457372116349047	7207	0.7228686058174524	1.6422553748113637	2.348209162847957
Spink1	SPINK1	7219	1480	103	0.01033099297893681	9891	0.9920762286860582	0.0156420812241117	12.106126341240799
Aurkc	AURKC	4747	1948	28	0.0028084252758274826	9943	0.9972918756268806	0.0030014408759431064	19.50751831664921
Supt4a	SUPT4H1	7919	2079	13362	1.3402206619859578	4050	0.4062186559679037	2.948938861926335	1.2813169617655693
Tcea2	TCEA2	22512	4802	1782	0.17873620862587764	8669	0.8695085255767302	0.28282596812405314	2.9754119287633656
Tm7sf2	TM7SF2	4540	3408	4229	0.424172517552658	7547	0.7569709127382146	0.9320066629822259	2.275972350454023
Dnajc7	DNAJC7	44944	9373	23872	2.394383149448345	2462	0.2469408224674022	6.553444222727365	1.0691561938031688
Gm7866	UBA52	5821	4306	NA	NA	NA	NA	NA	NA
Ube2a	UBE2A	16617	5276	7936	0.795987963891675	5708	0.5725175526579739	1.6911465060242419	1.6337444133384997
Zfp202	ZNF202	17499	4808	313	0.03139418254764293	9693	0.9722166499498496	0.03863713721161479	6.261138213714941
Chit1	CHIT1	60815	7730	NA	NA	NA	NA	NA	NA
Syn3	SYN3	545820	5444	2370	0.23771313941825475	8626	0.8651955867602809	0.6065422669855287	3.2762523643346126
Spop	SPOP	79351	6380	18288	1.8343029087261786	2978	0.2986960882647944	4.283505708217037	1.1283104754932636
Soat2	SOAT2	21021	2044	NA	NA	NA	NA	NA	NA
Serpinb7	SERPINB7	52442	2637	6	6.018054162487463e-4	9964	0.9993981945837512	6.015035778415596e-4	40.75332194730711
Abcc3	ABCC3	57476	9614	117	0.011735205616850552	9898	0.992778335005015	0.027447786231600813	14.117667784712316
Adam21	ADAM21	7743	2658	NA	NA	NA	NA	NA	NA
Gmps	GMPS	73491	8885	5758	0.5775325977933802	6427	0.6446339017051154	0.9616378073934915	1.6979670667502362
Aldh1a2	ALDH1A2	544444	8622	88	0.008826479438314945	9919	0.9948846539618856	0.024999826442915866	17.91352206468877
Nae1	NAE1	70382	4810	9457	0.9485456369107322	5677	0.5694082246740221	2.247427416163628	1.5804639950469115
Phox2b	PHOX2B	4889	3092	196	0.01965897693079238	9904	0.9933801404212638	0.09390579200737934	15.58781622282886
Usp13	USP13	136647	8440	1727	0.17321965897693078	8651	0.867703109327984	0.2541729008874351	2.910498927148173
Rps6kb2	RPS6KB2	6949	5822	2232	0.2238716148445336	8495	0.8520561685055166	0.42936288049623844	2.9269359303798215
Rpl14	RPL14	11296	8626	18015	1.8069207622868606	3158	0.31675025075225677	4.379107479927998	1.15812035323575
Rhob	RHOB	2372	2372	31216	3.1309929789368103	2876	0.2884653961885657	19.72985486703867	1.4186649908659164
Fabp3	FABP3	11226	1026	16896	1.6946840521564694	6144	0.6162487462387162	11.738049779793789	2.0216651792062232
Fkbp1b	FKBP1B	13981	1677	3213	0.3222668004012036	8639	0.8664994984954865	1.2714973187191223	3.498985615697656
Rgs6	RGS6	634082	8937	230	0.023069207622868605	9783	0.9812437311935808	0.033372864103394545	7.918885477822727
Gna14	GNA14	225229	2721	264	0.026479438314944835	9811	0.9840521564694082	0.06991768766023218	9.985843600790561
Alk	ALK	728793	6932	703	0.07051153460381143	9553	0.9581745235707121	0.1921386689912248	6.216518382708674
Runx2	RUNX2	336193	8192	1038	0.1041123370110331	9351	0.937913741223671	0.2413412974403197	4.718605030581011
Cdh7	CDH7	140090	14532	677	0.0679037111334002	9468	0.9496489468405216	0.12629443149389988	5.233576669625594
Clgn	CLGN	39514	3127	2394	0.24012036108324974	8494	0.8519558676028084	0.5357760914401345	3.048334891469598
Crebbp	CREBBP	155673	15492	9688	0.9717151454363089	5945	0.5962888665997994	3.0275878895589368	1.7906446432955885
Ctnna2	CTNNA2	1463630	7535	5210	0.522567703109328	7343	0.7365095285857572	1.4696982913833283	2.319912097826716
Dmp1	DMP1	14055	2682	57	0.005717151454363089	9920	0.9949849548645938	0.007290011271652252	14.934283884843177
Dync1i1	DYNC1I1	337817	4568	9404	0.9432296890672016	6645	0.6664994984954865	3.567646504565356	2.002504247955956
Golgb1	GOLGB1	86569	11865	6611	0.6630892678034103	6299	0.6317953861584754	1.345703365488179	1.7494545750634252
Hsd17b10	HSD17B10	3115	1115	9164	0.9191574724172518	5548	0.5564694082246741	2.1132351211524028	1.5815538646708114
Nars	NARS	21558	4089	25829	2.5906720160481442	3456	0.3466399197592778	11.993031647857606	1.3367557346631702
Usp9y	USP9Y	159605	11237	14	0.0014042126379137413	9962	0.999197592778335	0.0034086007646774207	41.57719546092593
Numbl	NUMBL	25068	5823	4261	0.42738214643931793	7460	0.7482447342026078	0.8837320367160263	2.19960107717256
Kl	KL	49712	5056	471	0.04724172517552658	9666	0.9695085255767302	0.20771884315802258	9.64744249991754
Med26	MED26	54156	5330	817	0.08194583751253762	9406	0.9434302908726179	0.151875840179783	4.755732828931612
Napsa	NAPSA	7354	3581	37	0.003711133400200602	9934	0.9963891675025075	0.003898353702898242	16.82418574970431
Slc4a8	SLC4A8	124447	17980	4544	0.4557673019057171	7300	0.7321965897693079	0.9287785515237659	2.114525488029182
Vps26a	VPS26A	49350	3565	6757	0.6777331995987964	6350	0.6369107321965898	1.4628906380089208	1.7846258101514483
Wtap	WTAP	30735	5830	5849	0.5866599799398194	7023	0.7044132397191575	1.4490546471393315	2.0518987124226165
Hdac1	HDAC1	41550	3963	6295	0.6313941825476429	6524	0.6543630892678034	1.3636647227267116	1.849495277426126
Kcnc4	KCNC4	71758	25042	1423	0.14272818455366099	9166	0.919358074222668	0.3849832273427767	4.347215431207986
Lims1	LIMS1	152892	7771	4619	0.46328986960882645	6947	0.69679037111334	0.7749086259681844	1.9000824372303264
Serpinb10	SERPINB10	38938	2700	NA	NA	NA	NA	NA	NA
Rac3	RAC3	2581	1527	1021	0.10240722166499498	9136	0.9163490471414243	0.13947660012840205	3.646868406074892
Rpl3l	RPL3L	13633	2758	42	0.004212637913741223	9932	0.9961885656970912	0.005198422029052349	17.115186468790462
Slc27a4	SLC27A4	20825	3110	7677	0.7700100300902708	5689	0.5706118355065195	1.3940849632858854	1.5333745087588084
Gfpt2	GFPT2	52698	4780	525	0.05265797392176529	9533	0.9561685055165496	0.07496785672495468	5.199641511986734
Slc23a2	SLC23A2	157938	7515	7523	0.7545636910732196	6741	0.6761283851554664	2.3406978986915608	2.0275743061783893
Med12	MED12	23899	7425	1857	0.18625877632898696	8499	0.8524573721163491	0.2569081605333606	2.72127357444119
Nup153	NUP153	91800	6030	3569	0.3579739217652959	7878	0.7901705115346038	0.7667159266947196	2.4460529427935773
Sco2	SCO2	2872	1361	1718	0.17231695085255766	8874	0.8900702106318957	0.35349177233777773	3.450338099251376
Anxa3	ANXA3	58933	5123	652	0.0653961885656971	9632	0.9660982948846539	0.19975541027737645	6.834344050033438
Actc1	ACTC1	8044	4639	23	0.0023069207622868604	9952	0.9981945837512538	0.003906805178299469	27.09431649773523
Aplp1	APLP1	11893	3656	140443	14.086559679037112	995	0.09979939819458375	249.52957157157095	1.1213884300256582
Gata6	GATA6	33088	3945	NA	NA	NA	NA	NA	NA
Ggt1	GGT1	45255	4434	121	0.012136409227683049	9855	0.9884653961885657	0.013194051006465077	9.46452597196969
Gnb2	GNB2	5644	2857	26789	2.6869608826479436	2481	0.24884653961885658	9.48018907761503	1.1459011510647714
Pdia3	PDIA3	26888	4240	22737	2.280541624874624	2485	0.24924774322968907	6.069648417617181	1.0802984780467018
Hist1h1c	HIST1H1C	642	642	4567	0.458074222668004	7510	0.753259779338014	1.2254965417870625	2.4166858082500977
Hist1h1d	HIST1H1D	666	666	NA	NA	NA	NA	NA	NA
Has3	HAS3	13156	5289	216	0.021664994984954864	9792	0.9821464393179539	0.030626979745536135	8.077807377566337
Hip1	HIP1	205660	8953	4950	0.49648946840521563	7387	0.7409227683049148	1.281811328257015	2.2803526368772706
Hsp90aa1	HSP90AA1	58962	5248	322492	32.34623871614845	111	0.011133400200601806	1000.6868074984307	0.9779694756905642
Plxnb3	PLXNB3	15151	7007	9065	0.9092276830491475	6462	0.6481444332998997	3.1386148112307635	1.9484818279922902
Hsd11b1	HSD11B1	48773	1513	1033	0.10361083249749248	9569	0.9597793380140421	0.6237305657568553	7.622428342765139
Hspg2	HSPG2	115053	17684	879	0.08816449348044132	9302	0.9329989969909729	0.16365767983054388	4.588539537527933
Ppp3cc	PPP3CC	100324	2899	1696	0.17011033099297893	8840	0.8866599799398195	0.32375292192154753	3.344846242712849
Taf12	TAF12	53763	2337	3512	0.3522567703109328	7437	0.745937813440321	0.5227078164979441	2.052438479716403
Nelfa	NELFA	59190	5935	4001	0.40130391173520563	7826	0.7849548645937814	0.9571053314422152	2.4378471625436284
Reep5	REEP5	46161	4230	45047	4.5182547642928785	2535	0.2542627883650953	35.37477957998783	1.316364482979479
Zfp239	ZNF239	18275	2509	3208	0.321765295887663	7762	0.7785356068204614	0.5119647839093567	2.2237237934918563
Ulk3	ULK3	7231	3516	1010	0.10130391173520562	9157	0.9184553660982949	0.14461661642566379	3.753901584724752
Actr3	ACTR3	72637	12049	14897	1.4941825476429287	5188	0.5203610832497493	7.479603028163636	1.83035620108638
Ddx39	DDX39A	10565	3840	3113	0.31223671013039117	7890	0.7913741223671013	0.5786946655997685	2.4363561655635366
Cd96	CD96	373032	5762	9	9.027081243731193e-4	9962	0.999197592778335	0.0011026056401725992	36.784321837769404
Stam2	STAM2	59192	7005	3736	0.37472417251755263	7775	0.779839518555667	0.8231548291177072	2.42119102810226
Ptk6	PTK6	9370	2947	NA	NA	NA	NA	NA	NA
Tuba4a	TUBA4A	28460	4079	23971	2.4043129388164495	6271	0.6289869608826479	27.640005471324198	2.186643929210562
Tuba1a	TUBA1A	4529	3421	514173	51.572016048144434	201	0.020160481444333	5920.1984945809445	1.4919491622991832
Nmur1	NMUR1	7336	3298	NA	NA	NA	NA	NA	NA
Tubb3	TUBB3	17370	4430	61309	6.149348044132397	4021	0.4033099297893681	145.47623841531615	1.9614035513461212
Tubb4b	TUBB4B	2495	2111	27494	2.7576730190571714	3357	0.33671013039117353	17.01921336282898	1.4959840784719425
Ddr2	DDR2	156028	10730	311	0.03119358074222668	9781	0.9810431293881645	0.07757034771683896	8.92858501925089
Pcbp1	PCBP1	1750	1750	19211	1.9268806419257773	3328	0.33380140421263793	5.529511083154167	1.2203616537023372
Phkg1	PHKG1	12714	2762	419	0.04202607823470411	9738	0.9767301905717152	0.11830585547393509	8.184351168108561
Pou3f3	POU3F3	4961	3064	5659	0.5676028084252758	6680	0.6700100300902708	1.155074301045377	1.893478704608227
Myl12a	MYL12B	16376	1761	9480	0.950852557673019	5796	0.5813440320962888	4.153467524652401	2.1433457322593386
Erf	ERF	7586	3295	4961	0.49759277833500504	7390	0.7412236710130391	1.2743948466927515	2.2687045110436768
Reg2	REG1B	2990	2384	2	2.0060180541624874e-4	9968	0.9997993981945837	2.0058168285576965e-4	70.60099113925044
Slc2a1	SLC2A1	33799	4927	6832	0.6852557673019057	6670	0.6690070210631895	2.8877853945022953	2.479874817109222
Rraga	RRAGA	1589	1589	6946	0.6966900702106319	6143	0.616148445336008	1.378953834117459	1.685525171759471
Hspa8	HSPA8	5742	4849	188433	18.9	308	0.030892678034102308	522.5698966797071	1.2095125801805602
Hbs1l	HBS1L	142679	11099	6582	0.6601805416248746	5839	0.5856569709127382	0.9720826236357784	1.4934437522374473
Wasf3	WASF3	131246	5162	734	0.07362086258776329	9344	0.9372116349047142	0.09188105997197128	4.117296060741707
Hpse	HPSE	42693	4721	64	0.0064192577733199595	9929	0.9958876629889669	0.012597970458672636	17.484993578237987
Cdh10	CDH10	157879	3660	3597	0.3607823470411234	7606	0.762888665997994	0.6246630452094573	2.190673362684535
Slc20a2	SLC20A2	123077	6641	3689	0.37001003009027084	7435	0.7457372116349047	0.6046778010830566	2.1015925277060683
Ilvbl	ILVBL	10802	5615	3941	0.39528585757271817	7434	0.7456369107321966	0.7215546629858479	2.1489353112782363
Kdelr3	KDELR3	15386	1929	129	0.012938816449348044	9872	0.9901705115346038	0.02862181690019401	13.075371819076835
Shox2	SHOX2	10550	5045	343	0.03440320962888666	9825	0.9854563691073219	0.15299425209121198	11.369427476520293
Btnl9	BTNL9	21299	5565	8	8.024072216649949e-4	9963	0.9992978936810432	0.0010024657179483081	39.45844225717261
Rpl10a	RPL10A	2378	1501	17264	1.7315947843530592	3816	0.3827482447342026	5.282350049446162	1.3272945762886137
Olfr90	OR2H2	1584	1584	NA	NA	NA	NA	NA	NA
Pomt1	POMT1	20905	6067	971	0.09739217652958877	9142	0.9169508525576731	0.12743827832177443	3.6654379853566477
Klf8	KLF8	55469	9022	465	0.04663991975927784	9572	0.9600802407221665	0.06272569338067366	5.369884452805342
Gabarapl2	GABARAPL2	11531	3034	48107	4.82517552657974	1365	0.13691073219658978	26.185402843096448	1.060514262058617
Ppp2r1a	PPP2R1A	39495	7437	38e3	3.8114343029087263	2073	0.20792377131394182	21.906660295864018	1.2280036242815893
Hspa2	HSPA2	10269	5777	5611	0.5627883650952858	7138	0.7159478435305918	1.4602462116009982	2.147177431333883
Coq4	COQ4	11537	4814	1831	0.18365095285857572	8553	0.8578736208625878	0.25747167271701754	2.7629405559163556
Rab11b	RAB11B	14454	2470	17770	1.7823470411233702	3625	0.36359077231695086	4.8078737164447505	1.2302241734334967
Seh1l	SEH1L	40404	10481	4426	0.44393179538615846	7102	0.7123370110330993	0.7416147932210716	1.9398714029417494
Tmed9	TMED9	3967	2440	8468	0.8493480441323972	5166	0.5181544633901705	1.4845742564235993	1.4345486186555616
Rap1b	RAP1B	61063	16942	6252	0.6270812437311936	6851	0.6871614844533601	1.6512677364021042	2.0492027814397193
Rpf1	RPF1	18532	1728	1583	0.1587763289869609	8943	0.8969909729187563	0.3203588194616953	3.5647787947757945
Hipk2	HIPK2	231262	15402	8512	0.8537612838515547	5621	0.5637913741223671	1.7691627998651385	1.5579282153345266
Nup62	NUP62	22939	6020	1990	0.1995987963891675	8403	0.8428284854563691	0.27934581153431204	2.6479706305635284
Fbxl20	FBXL20	149880	11038	4135	0.4147442326980943	7561	0.7583751253761284	0.8532483296011014	2.227190511917841
Slc25a34	SLC25A34	4992	3195	NA	NA	NA	NA	NA	NA
Sec14l4	SEC14L4	16799	2624	91	0.009127382146439317	9890	0.9919759277833501	0.011653065324974825	11.826979839617152
Osbpl8	OSBPL8	208013	9198	5444	0.5460381143430291	6943	0.6963891675025076	1.3579464846540825	2.134117707749293
Rpl10l	RPL10L	812	812	NA	NA	NA	NA	NA	NA
Gpt2	GPT2	46920	6354	2515	0.2522567703109328	8173	0.8197592778335006	0.41233566282154727	2.5455557806320526
Imp4	IMP4	5586	3861	2701	0.27091273821464396	8027	0.8051153460381143	0.4043800475556472	2.3472828929159038
Alg11	ALG11	17267	7716	2901	0.2909729187562688	7792	0.7815446339017051	0.3969192058068075	2.165202332960582
Ammecr1	AMMECR1	246048	6516	759	0.0761283851554664	9452	0.9480441323971915	0.1435669129969908	4.977148096736665
Ddx11	DDX11	30947	8374	156	0.0156469408224674	9845	0.9874623871614845	0.02483288968118117	10.07126885129529
Rhoa	RHOA	53854	2582	20239	2.029989969909729	2998	0.3007021063189569	6.0296953555017545	1.209633464579293
Dmbt1	DMBT1	83072	8073	29	0.002908726178535607	9943	0.9972918756268806	0.0035024222029112714	20.34611098083432
